Episode,Round,CurrentState,ManufacturerAction,RetailerAction,ManufacturerReward,RetailerReward,NextState,ManufacturerEpsilon,RetailerEpsilon
0,166,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.979124999999993
0,167,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.978999999999993
0,168,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.978874999999993
0,169,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9787499999999929
0,170,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9786249999999929
0,171,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9784999999999928
0,172,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9783749999999928
0,173,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9782499999999927
0,174,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9781249999999927
0,175,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9779999999999927
0,176,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9778749999999926
0,177,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9777499999999926
0,178,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9776249999999925
0,179,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9774999999999925
0,180,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9773749999999924
0,181,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9772499999999924
0,182,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9771249999999924
0,183,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9769999999999923
0,184,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9768749999999923
0,185,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9767499999999922
0,186,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9766249999999922
0,187,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9764999999999922
0,188,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9763749999999921
0,189,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9762499999999921
0,190,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.976124999999992
0,191,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.975999999999992
0,192,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9758749999999919
0,193,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9757499999999919
0,194,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9756249999999919
0,195,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9754999999999918
0,196,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9753749999999918
0,197,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9752499999999917
0,198,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9751249999999917
0,199,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9749999999999917
0,200,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9748749999999916
0,201,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9747499999999916
0,202,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9746249999999915
0,203,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9744999999999915
0,204,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9743749999999914
0,205,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9742499999999914
0,206,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9741249999999914
0,207,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9739999999999913
0,208,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9738749999999913
0,209,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9737499999999912
0,210,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9736249999999912
0,211,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9734999999999912
0,212,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9733749999999911
0,213,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9732499999999911
0,214,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.973124999999991
0,215,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.972999999999991
0,216,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9728749999999909
0,217,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9727499999999909
0,218,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9726249999999909
0,219,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9724999999999908
0,220,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9723749999999908
0,221,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9722499999999907
0,222,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9721249999999907
0,223,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9719999999999906
0,224,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9718749999999906
0,225,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9717499999999906
0,226,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9716249999999905
0,227,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9714999999999905
0,228,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9713749999999904
0,229,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9712499999999904
0,230,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9711249999999904
0,231,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9709999999999903
0,232,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9708749999999903
0,233,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9707499999999902
0,234,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9706249999999902
0,235,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9704999999999901
0,236,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9703749999999901
0,237,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9702499999999901
0,238,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.97012499999999
0,239,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.96999999999999
0,240,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9698749999999899
0,241,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9697499999999899
0,242,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9696249999999899
0,243,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9694999999999898
0,244,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9693749999999898
0,245,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9692499999999897
0,246,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9691249999999897
0,247,"[4, 0, 0]",1,2,117,665.3465346534654,"[4, 0, 0]",1.0,0.9689999999999896
0,248,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9688749999999896
0,249,"[4, 0, 0]",1,0,93,631.6039603960396,"[4, 0, 0]",1.0,0.9687499999999896
0,250,"[4, 0, 0]",1,3,128,657.9405940594061,"[4, 0, 0]",1.0,0.9686249999999895
0,251,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9684999999999895
0,252,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9683749999999894
0,253,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9682499999999894
0,254,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9681249999999894
0,255,"[4, 0, 0]",1,4,140,633.4653465346535,"[4, 0, 0]",1.0,0.9679999999999893
0,256,"[4, 0, 0]",1,1,105,657.029702970297,"[4, 0, 0]",1.0,0.9678749999999893
